a,b,c,d,e
10.9125,-89.6799278593197,-2.51702925369635E-05,-2.5170292468496E-05,-98.2118191934574
10.925,-89.8536938967011,-2.76750417799697E-05,-2.76750417028233E-05,-99.9957272750723
10.9375,-89.9388061420487,-3.01887334362387E-05,-3.01887333706642E-05,-101.673597006731
10.95,-89.919429237475,-3.2691802542241E-05,-3.26918024496653E-05,-102.612653778591
10.9625,-89.7861512492117,-3.5163780807306E-05,-3.51637807128015E-05,-102.171154107485
10.975,-89.5382353610111,-3.75834562289945E-05,-3.75834561335257E-05,-100.654716581575
10.9875,-89.1838514706285,-3.9929047063365E-05,-3.99290469418592E-05,-98.8142118241799
11,-88.7381768955297,-4.21783909226269E-05,-4.21783908117287E-05,-97.0433550661323
11.0125,-88.2202498762824,-4.43091466125374E-05,-4.43091465247831E-05,-95.446341061625
11.025,-87.6498140663317,-4.62990082187025E-05,-4.62990081280552E-05,-94.0246821844654
11.0375,-87.0450202229957,-4.81259287368016E-05,-4.81259286143313E-05,-92.754670487905
11.05,-86.4212236473932,-4.97683524944886E-05,-4.97683524318069E-05,-91.6105035447876
11.0625,-85.7906739380447,-5.12054539337807E-05,-5.12054538113104E-05,-90.569952593392
11.075,-85.1627491148506,-5.24173802629194E-05,-5.24173801394847E-05,-89.6150537793675
11.0875,-84.5444330894461,-5.33854964075871E-05,-5.33854963150111E-05,-88.7315497446141
11.1,-83.9408428867751,-5.4092629547635E-05,-5.4092629437701E-05,-87.908147269314
11.1125,-83.355706951355,-5.45233100683535E-05,-5.45233099555265E-05,-87.1358677010696
11.125,-82.791757670281,-5.46640074033461E-05,-5.46640073358428E-05,-86.4075370629805
11.1375,-82.2510341453685,-5.45033570628033E-05,-5.4503356940333E-05,-85.7174010943028
11.15,-81.7351054782621,-5.40323763801441E-05,-5.40323762904611E-05,-85.0608389790075
11.1625,-81.2452289913892,-5.32446663701729E-05,-5.32446663065269E-05,-84.4341518742207
11.175,-80.7824573619572,-5.21365961815943E-05,-5.21365960957687E-05,-83.8344074865299
11.1875,-80.3477065666945,-5.07074677608174E-05,-5.07074676894568E-05,-83.2593267021679
11.2,-79.9417942368904,-4.89596579013993E-05,-4.89596578097877E-05,-82.707201965975
11.2125,-79.5654560724565,-4.68987346076329E-05,-4.6898734529522E-05,-82.176839749367
11.225,-79.219346503571,-4.45335451347991E-05,-4.45335450663315E-05,-81.6675212357024
11.2375,-78.90402876945,-4.18762733271222E-05,-4.1876273253833E-05,-81.1789764658566
11.25,-78.6199588793987,-3.89424636971124E-05,-3.89424635948932E-05,-80.7113677723418
11.2625,-78.3674673863651,-3.57510101326886E-05,-3.57510100555421E-05,-80.2652785001111
11.275,-78.1467424061059,-3.23241071098844E-05,-3.23241070414169E-05,-79.8417028679208
11.2875,-77.9578167580788,-2.86871616612461E-05,-2.86871616178512E-05,-79.4420324818214
11.3,-77.8005614366321,-2.48686648071998E-05,-2.48686647686266E-05,-79.0680346286053
11.3125,-77.6746868441855,-2.09000211316851E-05,-2.09000210988979E-05,-78.7218172702583
11.325,-77.5797523800332,-1.68153360030755E-05,-1.68153359799316E-05,-78.4057759157097
11.3375,-77.5151841592266,-1.2651159636703E-05,-1.26511596434533E-05,-78.1225185876835
11.35,-77.4802999261644,-8.44618853668835E-06,-8.44618855983223E-06,-77.8747672177514
11.3625,-77.4743397049589,-4.24092444780255E-06,-4.24092447673239E-06,-77.6652371130978
11.375,-77.4965004411529,-7.72919548003988E-08,-7.7291947085779E-08,-77.4965004411351
11.3875,-77.5459728462292,4.00178376600806E-06,4.00178374479286E-06,-77.3708443251427
11.4,-77.6219788307409,7.95283681600284E-06,7.95283678514439E-06,-77.2901380589673
11.4125,-77.7238082513532,1.1732355921398E-05,1.17323558654671E-05,-77.255725861515
11.425,-77.8508541381946,1.52973114163724E-05,1.52973113585129E-05,-77.2683604832474
11.4375,-78.0026460514328,1.86057105112872E-05,1.86057104746429E-05,-77.3281885758005
11.45,-78.1788816933694,2.16171762734651E-05,2.16171762194629E-05,-77.4347918057367
11.4625,-78.3794573474721,2.42935446633238E-05,2.42935446093216E-05,-77.5872798948117
11.475,-78.6044981221815,2.65994748473311E-05,2.65994748029721E-05,-77.7844250967415
11.4875,-78.8543893579164,2.85030652765129E-05,2.8503065220582E-05,-78.0248236750037
11.5,-79.1298109402767,2.99764690261364E-05,2.99764689914207E-05,-78.3070694068206
11.5125,-79.4317766965898,3.09965003493703E-05,3.09965002895822E-05,-78.6299266739629
11.525,-79.7616815991558,3.15452237343237E-05,3.15452236706783E-05,-78.9924952950951
11.5375,-80.1213602414512,3.16105166188587E-05,3.16105165648565E-05,-79.3943647179019
11.55,-80.5131611105479,3.11865954459485E-05,3.11865954015896E-05,-79.8357606049218
11.5625,-80.9400427188834,3.02744949389463E-05,3.0274494896516E-05,-80.3176918097469
11.575,-81.4056999314921,2.88824887787134E-05,2.88824887362831E-05,-80.842110402707
11.5875,-81.9147322088784,2.70264406357453E-05,2.70264405875291E-05,-81.4121024321477
11.6,-82.4728705541708,2.47300723114358E-05,2.47300722921493E-05,-82.0321336639346
11.6125,-83.0872875588138,2.20251367161932E-05,2.202513670655E-05,-82.708384428379
11.625,-83.767026269535,1.89514814193956E-05,1.89514814097524E-05,-83.4492237501527
11.6375,-84.5235999741468,1.55569893851775E-05,1.55569893697483E-05,-84.2658997920356
11.65,-85.3718365860443,1.18973820032441E-05,1.189738200903E-05,-85.1735690900136
11.6625,-86.3310614270653,8.03586969706837E-06,8.03586971635491E-06,-86.1928635018429
11.675,-87.4266946509451,4.04263472802097E-06,4.04263475309348E-06,-87.3523162989722
11.6875,-88.6921273345191,-5.86911683008858E-09,-5.86908307862723E-09,-88.6921273344439
11.7,-90.1696752451316,-4.02781589917187E-06,-4.02781584806249E-06,-90.2697234795295
11.7125,-91.9046812039018,-7.9371216766922E-06,-7.93712162558279E-06,-92.1658160292793
11.725,-93.9065660038127,-1.16447896810899E-05,-1.16447896184086E-05,-94.4761012583739
11.7375,-95.9775147052774,-1.50605021236995E-05,-1.50605020436602E-05,-97.1841595763271
11.75,-97.2749996962794,-1.80944748515655E-05,-1.80944747782765E-05,-99.4236283056212
11.7625,-96.6573720554692,-2.06595906099335E-05,-2.06595905192865E-05,-98.8815428999783
11.775,-94.6521035704371,-2.26738260023063E-05,-2.26738259126236E-05,-96.1846742145534
11.7875,-92.4341154031159,-2.4062987896286E-05,-2.40629877979244E-05,-93.4461852680872
11.8,-90.4401247774278,-2.47637733370328E-05,-2.4763773256029E-05,-91.1477224806296
11.8125,-88.7213451893398,-2.47271676581642E-05,-2.47271675810177E-05,-89.2420966222094
11.825,-87.2408638920989,-2.39221939634011E-05,-2.39221939093986E-05,-87.6355662049805
11.8375,-85.9540723330814,-2.23400267345068E-05,-2.23400266554318E-05,-86.2558001826692
11.85,-84.8240962837199,-1.99984816638861E-05,-1.99984816012047E-05,-85.0522309950284
11.8625,-83.8226671885424,-1.69468922514918E-05,-1.69468921868817E-05,-83.9896506343635
11.875,-82.9283731779878,-1.32713833751457E-05,-1.32713833442872E-05,-83.043142649061
11.8875,-82.1248727234104,-9.10054995217039E-06,-9.10054993288382E-06,-82.1947129810431
11.9,-81.3995125571158,-4.61154829272681E-06,-4.61154827536891E-06,-81.4310997678714
11.9125,-80.7423284473051,-3.66059247098371E-08,-3.66059430320591E-08,-80.7423284473197
11.925,-80.1453340202938,4.33004630985431E-06,4.33004629828238E-06,-80.1207338639445
11.9375,-79.6020135980021,8.12481664365606E-06,8.12481665137068E-06,-79.5602802766811
11.95,-79.1069575858387,1.09069692880096E-05,1.09069692475079E-05,-79.0560772305075
11.9625,-78.6555978398259,1.21504162524781E-05,1.2150416225477E-05,-78.6040292067702
11.975,-78.2440138992407,1.12350885400975E-05,1.12350885709559E-05,-78.2005806396637
11.9875,-77.8687900856123,7.43789064426961E-06,7.43789064426961E-06,-77.8425318488225
12,-77.526909557759,-7.67526469453268E-08,-7.67526411593619E-08,-77.5269095577422
